Label,Text,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
positive,"pfizer bener ga ada efek samping kah kak?? mamak ku hr ini vaksin booster tp di kota lain, jd aku ga bisa ikut buat liatin dia ga tau vaksin apa tp kyk nya pfizer. mudahan pulang dgn selamat dan ga ad efek samping",,,,,,,pfizer bener ga ada efek samping kah kak mamak ku hr ini vaksin booster tp di kota lain jd aku ga bisa ikut buat liatin dia ga tau vaksin apa tp kyk nya pfizer mudahan pulang dgn selamat dan ga ad efek samping,pfizer bener ga ada efek samping kah kak mamak ku hr ini vaksin booster tp di kota lain jd aku ga bisa ikut buat liatin dia ga tau vaksin apa tp kyk nya pfizer mudahan pulang dgn selamat dan ga ad efek samping,"['pfizer', 'bener', 'ga', 'ada', 'efek', 'samping', 'kah', 'kak', 'mamak', 'ku', 'hr', 'ini', 'vaksin', 'booster', 'tp', 'di', 'kota', 'lain', 'jd', 'aku', 'ga', 'bisa', 'ikut', 'buat', 'liatin', 'dia', 'ga', 'tau', 'vaksin', 'apa', 'tp', 'kyk', 'nya', 'pfizer', 'mudahan', 'pulang', 'dgn', 'selamat', 'dan', 'ga', 'ad', 'efek', 'samping']","['pfizer', 'benar', 'tidak', 'ada', 'efek', 'samping', 'kah', 'kak', 'mamak', 'ku', 'hari', 'ini', 'vaksin', 'booster', 'tapi', 'di', 'kota', 'lain', 'jadi', 'aku', 'tidak', 'bisa', 'ikut', 'buat', 'liatin', 'dia', 'tidak', 'tau', 'vaksin', 'apa', 'tapi', 'seperti', 'nya', 'pfizer', 'mudahan', 'pulang', 'dengan', 'selamat', 'dan', 'tidak', 'ada', 'efek', 'samping']","['pfizer', 'benar', 'efek', 'samping', 'mamak', 'hari', 'vaksin', 'booster', 'kota', 'jadi', 'ikut', 'buat', 'liatin', 'tau', 'vaksin', 'apa', 'pfizer', 'mudahan', 'pulang', 'selamat', 'efek', 'samping']","['pfizer', 'benar', 'efek', 'samping', 'mamak', 'hari', 'vaksin', 'booster', 'kota', 'jadi', 'ikut', 'buat', 'liatin', 'tau', 'vaksin', 'apa', 'pfizer', 'mudah', 'pulang', 'selamat', 'efek', 'samping']","['pfizer', 'benar', 'efek', 'samping', 'mamak', 'hari', 'vaksin', 'booster', 'kota', 'jadi', 'ikut', 'buat', 'liatin', 'tau', 'vaksin', 'apa', 'pfizer', 'mudahan', 'pulang', 'selamat', 'efek', 'samping']",[],[],[],pfizer benar efek samping mamak hari vaksin booster kota jadi ikut buat liatin tau vaksin apa pfizer mudah pulang selamat efek samping
negative,"efek vaksin covid- pfizer setengah dosis, jam kemudian: mata ngantuk kayak habis disuntik obat tidur buat gajah.",,,,,,,efek vaksin covid pfizer setengah dosis jam kemudian mata ngantuk kayak habis disuntik obat tidur buat gajah,efek vaksin covid pfizer setengah dosis jam kemudian mata ngantuk kayak habis disuntik obat tidur buat gajah,"['efek', 'vaksin', 'covid', 'pfizer', 'setengah', 'dosis', 'jam', 'kemudian', 'mata', 'ngantuk', 'kayak', 'habis', 'disuntik', 'obat', 'tidur', 'buat', 'gajah']","['efek', 'vaksin', 'covid', 'pfizer', 'setengah', 'dosis', 'jam', 'kemudian', 'mata', 'mengantuk', 'seperti', 'habis', 'disuntik', 'obat', 'tidur', 'buat', 'gajah']","['efek', 'vaksin', 'covid', 'pfizer', 'setengah', 'dosis', 'jam', 'kemudian', 'mata', 'mengantuk', 'habis', 'disuntik', 'obat', 'tidur', 'buat', 'gajah']","['efek', 'vaksin', 'covid', 'pfizer', 'tengah', 'dosis', 'jam', 'kemudian', 'mata', 'antuk', 'habis', 'suntik', 'obat', 'tidur', 'buat', 'gajah']","['efek', 'vaksin', 'covid', 'pfizer', 'setengah', 'dosis', 'jam', 'kemudian', 'mata', 'mengantuk', 'habis', 'disuntik', 'obat', 'tidur', 'buat', 'gajah']",[],[],[],efek vaksin covid pfizer tengah dosis jam kemudian mata antuk habis suntik obat tidur buat gajah
negative,hari demam pusing kepala keliyengan badan ngilu semua dan mual efek hbs pfizer trs cuma bsa baring aja diranjang ga mood makan jg baru kmrn badan enakan bsa jalan tapi tetep makan kek ga berselera,,,,,,,hari demam pusing kepala keliyengan badan ngilu semua dan mual efek hbs pfizer trs cuma bsa baring aja diranjang ga mood makan jg baru kmrn badan enakan bsa jalan tapi tetep makan kek ga berselera,hari demam pusing kepala keliyengan badan ngilu semua dan mual efek hbs pfizer trs cuma bsa baring aja diranjang ga mood makan jg baru kmrn badan enakan bsa jalan tapi tetep makan kek ga berselera,"['hari', 'demam', 'pusing', 'kepala', 'keliyengan', 'badan', 'ngilu', 'semua', 'dan', 'mual', 'efek', 'hbs', 'pfizer', 'trs', 'cuma', 'bsa', 'baring', 'aja', 'diranjang', 'ga', 'mood', 'makan', 'jg', 'baru', 'kmrn', 'badan', 'enakan', 'bsa', 'jalan', 'tapi', 'tetep', 'makan', 'kek', 'ga', 'berselera']","['hari', 'demam', 'pusing', 'kepala', 'pusing', 'badan', 'nyeri', 'semua', 'dan', 'mual', 'efek', 'setelah', 'pfizer', 'terus', 'hanya', 'bisa', 'baring', 'saja', 'diranjang', 'tidak', 'nafsu', 'makan', 'juga', 'baru', 'kemarin', 'badan', 'baikan', 'bisa', 'jalan', 'tapi', 'tetap', 'makan', 'seperti', 'tidak', 'berselera']","['hari', 'demam', 'pusing', 'kepala', 'pusing', 'badan', 'nyeri', 'semua', 'mual', 'efek', 'pfizer', 'terus', 'baring', 'diranjang', 'nafsu', 'makan', 'baru', 'kemarin', 'badan', 'baikan', 'jalan', 'tetap', 'makan', 'berselera']","['hari', 'demam', 'pusing', 'kepala', 'pusing', 'badan', 'nyeri', 'semua', 'mual', 'efek', 'pfizer', 'terus', 'baring', 'ranjang', 'nafsu', 'makan', 'baru', 'kemarin', 'badan', 'baik', 'jalan', 'tetap', 'makan', 'selera']","['hari', 'demam', 'pusing', 'kepala', 'pusing', 'badan', 'nyeri', 'semua', 'mual', 'efek', 'pfizer', 'terus', 'baring', 'diranjang', 'nafsu', 'makan', 'baru', 'kemarin', 'badan', 'baikan', 'jalan', 'tetap', 'makan', 'berselera']",[],[],[],hari demam pusing kepala pusing badan nyeri semua mual efek pfizer terus baring ranjang nafsu makan baru kemarin badan baik jalan tetap makan selera
negative,habis booster pfizer malah linu semua dan meriang. kemarin yg sinovac malah gada efek sama sekali.,,,,,,,habis booster pfizer malah linu semua dan meriang kemarin yg sinovac malah gada efek sama sekali,habis booster pfizer malah linu semua dan meriang kemarin yg sinovac malah gada efek sama sekali,"['habis', 'booster', 'pfizer', 'malah', 'linu', 'semua', 'dan', 'meriang', 'kemarin', 'yg', 'sinovac', 'malah', 'gada', 'efek', 'sama', 'sekali']","['habis', 'booster', 'pfizer', 'bahkan', 'pegal', 'semua', 'dan', 'meriang', 'kemarin', 'yang', 'sinovac', 'bahkan', 'gada', 'efek', 'sama', 'sekali']","['habis', 'booster', 'pfizer', 'bahkan', 'pegal', 'semua', 'meriang', 'kemarin', 'sinovac', 'bahkan', 'gada', 'efek', 'sama', 'sekali']","['habis', 'booster', 'pfizer', 'bahkan', 'pegal', 'semua', 'meriang', 'kemarin', 'sinovac', 'bahkan', 'gada', 'efek', 'sama', 'sekali']","['habis', 'booster', 'pfizer', 'bahkan', 'pegal', 'semua', 'meriang', 'kemarin', 'sinovac', 'bahkan', 'gada', 'efek', 'sama', 'sekali']",[],[],[],habis booster pfizer bahkan pegal semua meriang kemarin sinovac bahkan gada efek sama sekali
negative,efek booster pfizer di aku . suhu badan agak naik + bikin kaki adem . perut sakit + diare . badan nyeri semua di hari ke dua,,,,,,,efek booster pfizer di aku  suhu badan agak naik  bikin kaki adem  perut sakit  diare  badan nyeri semua di hari ke dua,efek booster pfizer di aku  suhu badan agak naik  bikin kaki adem  perut sakit  diare  badan nyeri semua di hari ke dua,"['efek', 'booster', 'pfizer', 'di', 'aku', 'suhu', 'badan', 'agak', 'naik', 'bikin', 'kaki', 'adem', 'perut', 'sakit', 'diare', 'badan', 'nyeri', 'semua', 'di', 'hari', 'ke', 'dua']","['efek', 'booster', 'pfizer', 'di', 'aku', 'suhu', 'badan', 'sedikit', 'naik', 'buat', 'kaki', 'dingin', 'perut', 'sakit', 'diare', 'badan', 'nyeri', 'semua', 'di', 'hari', 'ke', 'dua']","['efek', 'booster', 'pfizer', 'suhu', 'badan', 'sedikit', 'naik', 'buat', 'kaki', 'dingin', 'perut', 'sakit', 'diare', 'badan', 'nyeri', 'semua', 'hari']","['efek', 'booster', 'pfizer', 'suhu', 'badan', 'sedikit', 'naik', 'buat', 'kaki', 'dingin', 'perut', 'sakit', 'diare', 'badan', 'nyeri', 'semua', 'hari']","['efek', 'booster', 'pfizer', 'suhu', 'badan', 'sedikit', 'naik', 'buat', 'kaki', 'dingin', 'perut', 'sakit', 'diare', 'badan', 'nyeri', 'semua', 'hari']",[],[],[],efek booster pfizer suhu badan sedikit naik buat kaki dingin perut sakit diare badan nyeri semua hari
negative,"efek pfizer selain badan pegal-pegal, hangat, mengigil, agak halusinasi, tidur mimpi ayam . ternyata aku kebanyakan jadi mbah surip",,,,,,,efek pfizer selain badan pegalpegal hangat mengigil agak halusinasi tidur mimpi ayam  ternyata aku kebanyakan jadi mbah surip,efek pfizer selain badan pegalpegal hangat mengigil agak halusinasi tidur mimpi ayam  ternyata aku kebanyakan jadi mbah surip,"['efek', 'pfizer', 'selain', 'badan', 'pegalpegal', 'hangat', 'mengigil', 'agak', 'halusinasi', 'tidur', 'mimpi', 'ayam', 'ternyata', 'aku', 'kebanyakan', 'jadi', 'mbah', 'surip']","['efek', 'pfizer', 'selain', 'badan', 'pegalpegal', 'hangat', 'mengigil', 'sedikit', 'halusinasi', 'tidur', 'mimpi', 'ayam', 'ternyata', 'aku', 'kebanyakan', 'jadi', 'mbah', 'surip']","['efek', 'pfizer', 'badan', 'pegalpegal', 'hangat', 'mengigil', 'sedikit', 'halusinasi', 'tidur', 'mimpi', 'ayam', 'ternyata', 'kebanyakan', 'jadi', 'mbah', 'surip']","['efek', 'pfizer', 'badan', 'pegalpegal', 'hangat', 'mengigil', 'sedikit', 'halusinasi', 'tidur', 'mimpi', 'ayam', 'nyata', 'banyak', 'jadi', 'mbah', 'surip']","['efek', 'pfizer', 'badan', 'pegalpegal', 'hangat', 'mengigil', 'sedikit', 'halusinasi', 'tidur', 'mimpi', 'ayam', 'ternyata', 'kebanyakan', 'jadi', 'mbah', 'surip']",[],[],[],efek pfizer badan pegalpegal hangat mengigil sedikit halusinasi tidur mimpi ayam nyata banyak jadi mbah surip
positive,"hari jumat abis booster vaksin pfizer (sengaja milih jumat biar besoknya liburan pas di rumah) efek pas abis disuntik agak sakit tangannya, bahkan sampe malem. mana pas malem bawa tas isi laptop lumayan berat alhasil cuma digendong pake satu tangan aja itu tasnya.",,,,,,,hari jumat abis booster vaksin pfizer sengaja milih jumat biar besoknya liburan pas di rumah efek pas abis disuntik agak sakit tangannya bahkan sampe malem mana pas malem bawa tas isi laptop lumayan berat alhasil cuma digendong pake satu tangan aja itu tasnya,hari jumat abis booster vaksin pfizer sengaja milih jumat biar besoknya liburan pas di rumah efek pas abis disuntik agak sakit tangannya bahkan sampe malem mana pas malem bawa tas isi laptop lumayan berat alhasil cuma digendong pake satu tangan aja itu tasnya,"['hari', 'jumat', 'abis', 'booster', 'vaksin', 'pfizer', 'sengaja', 'milih', 'jumat', 'biar', 'besoknya', 'liburan', 'pas', 'di', 'rumah', 'efek', 'pas', 'abis', 'disuntik', 'agak', 'sakit', 'tangannya', 'bahkan', 'sampe', 'malem', 'mana', 'pas', 'malem', 'bawa', 'tas', 'isi', 'laptop', 'lumayan', 'berat', 'alhasil', 'cuma', 'digendong', 'pake', 'satu', 'tangan', 'aja', 'itu', 'tasnya']","['hari', 'jumat', 'setelah', 'booster', 'vaksin', 'pfizer', 'sengaja', 'pilih', 'jumat', 'agar', 'besoknya', 'liburan', 'saat', 'di', 'rumah', 'efek', 'saat', 'setelah', 'disuntik', 'sedikit', 'sakit', 'tangannya', 'bahkan', 'sampai', 'malam', 'mana', 'saat', 'malam', 'bawa', 'tas', 'isi', 'laptop', 'lumayan', 'berat', 'alhasil', 'hanya', 'digendong', 'pakai', 'satu', 'tangan', 'saja', 'itu', 'tasnya']","['hari', 'jumat', 'booster', 'vaksin', 'pfizer', 'sengaja', 'pilih', 'jumat', 'besoknya', 'liburan', 'rumah', 'efek', 'disuntik', 'sedikit', 'sakit', 'tangannya', 'bahkan', 'malam', 'mana', 'malam', 'bawa', 'tas', 'isi', 'laptop', 'lumayan', 'berat', 'alhasil', 'digendong', 'pakai', 'satu', 'tangan', 'tasnya']","['hari', 'jumat', 'booster', 'vaksin', 'pfizer', 'sengaja', 'pilih', 'jumat', 'besok', 'libur', 'rumah', 'efek', 'suntik', 'sedikit', 'sakit', 'tangan', 'bahkan', 'malam', 'mana', 'malam', 'bawa', 'tas', 'isi', 'laptop', 'lumayan', 'berat', 'alhasil', 'gendong', 'pakai', 'satu', 'tangan', 'tas']","['hari', 'jumat', 'booster', 'vaksin', 'pfizer', 'sengaja', 'pilih', 'jumat', 'besoknya', 'liburan', 'rumah', 'efek', 'disuntik', 'sedikit', 'sakit', 'tangannya', 'bahkan', 'malam', 'mana', 'malam', 'bawa', 'ta', 'isi', 'laptop', 'lumayan', 'berat', 'alhasil', 'digendong', 'pakai', 'satu', 'tangan', 'tasnya']",[],[],[],hari jumat booster vaksin pfizer sengaja pilih jumat besok libur rumah efek suntik sedikit sakit tangan bahkan malam mana malam bawa tas isi laptop lumayan berat alhasil gendong pakai satu tangan tas
positive,abis divaksin booster pake pfizer. efek ngantukan sampe sekarang ga ilang dikit nguap pengennya merem mulu,,,,,,,abis divaksin booster pake pfizer efek ngantukan sampe sekarang ga ilang dikit nguap pengennya merem mulu,abis divaksin booster pake pfizer efek ngantukan sampe sekarang ga ilang dikit nguap pengennya merem mulu,"['abis', 'divaksin', 'booster', 'pake', 'pfizer', 'efek', 'ngantukan', 'sampe', 'sekarang', 'ga', 'ilang', 'dikit', 'nguap', 'pengennya', 'merem', 'mulu']","['setelah', 'divaksin', 'booster', 'pakai', 'pfizer', 'efek', 'mengantuk', 'sampai', 'sekarang', 'tidak', 'hilang', 'sedikit', 'menguap', 'inginnya', 'merem', 'terus']","['divaksin', 'booster', 'pakai', 'pfizer', 'efek', 'mengantuk', 'sekarang', 'hilang', 'sedikit', 'menguap', 'inginnya', 'merem', 'terus']","['vaksin', 'booster', 'pakai', 'pfizer', 'efek', 'antuk', 'sekarang', 'hilang', 'sedikit', 'uap', 'ingin', 'merem', 'terus']","['divaksin', 'booster', 'pakai', 'pfizer', 'efek', 'mengantuk', 'sekarang', 'hilang', 'sedikit', 'menguap', 'inginnya', 'merem', 'terus']",[],[],[],vaksin booster pakai pfizer efek antuk sekarang hilang sedikit uap ingin merem terus
negative,efek pfizer  bengkak ya,,,,,,,efek pfizer  bengkak ya,efek pfizer  bengkak ya,"['efek', 'pfizer', 'bengkak', 'ya']","['efek', 'pfizer', 'bengkak', 'ya']","['efek', 'pfizer', 'bengkak']","['efek', 'pfizer', 'bengkak']","['efek', 'pfizer', 'bengkak']",[],[],[],efek pfizer bengkak
negative,abis suntik vaksin ketiga booster pfizer efek samping nya lama banget. badan panas sama pala pusing efeknya hari belum sembuh juga.,,,,,,,abis suntik vaksin ketiga booster pfizer efek samping nya lama banget badan panas sama pala pusing efeknya hari belum sembuh juga,abis suntik vaksin ketiga booster pfizer efek samping nya lama banget badan panas sama pala pusing efeknya hari belum sembuh juga,"['abis', 'suntik', 'vaksin', 'ketiga', 'booster', 'pfizer', 'efek', 'samping', 'nya', 'lama', 'banget', 'badan', 'panas', 'sama', 'pala', 'pusing', 'efeknya', 'hari', 'belum', 'sembuh', 'juga']","['setelah', 'suntik', 'vaksin', 'ketiga', 'booster', 'pfizer', 'efek', 'samping', 'nya', 'lama', 'sekali', 'badan', 'panas', 'sama', 'kepala', 'pusing', 'efeknya', 'hari', 'belum', 'sembuh', 'juga']","['suntik', 'vaksin', 'ketiga', 'booster', 'pfizer', 'efek', 'samping', 'lama', 'sekali', 'badan', 'panas', 'sama', 'kepala', 'pusing', 'efeknya', 'hari', 'sembuh']","['suntik', 'vaksin', 'tiga', 'booster', 'pfizer', 'efek', 'samping', 'lama', 'sekali', 'badan', 'panas', 'sama', 'kepala', 'pusing', 'efek', 'hari', 'sembuh']","['suntik', 'vaksin', 'ketiga', 'booster', 'pfizer', 'efek', 'samping', 'lama', 'sekali', 'badan', 'panas', 'sama', 'kepala', 'pusing', 'efeknya', 'hari', 'sembuh']",[],[],[],suntik vaksin tiga booster pfizer efek samping lama sekali badan panas sama kepala pusing efek hari sembuh
negative,perusak akhir pekan ku :(,,,,,,,perusak akhir pekan ku ,perusak akhir pekan ku ,"['perusak', 'akhir', 'pekan', 'ku']","['perusak', 'akhir', 'pekan', 'ku']","['perusak', 'akhir', 'pekan']","['usak', 'akhir', 'pekan']","['perusak', 'akhir', 'pekan']",[],[],[],usak akhir pekan
negative,"tadi pagi vaksin booster pfizer, efek pertama pagi-siang ngantuk. dini hari ini badan terasa sakit. dan lokasi sekitar suntikan sakit, jadi gak bisa tidur miring kiri.",,,,,,,tadi pagi vaksin booster pfizer efek pertama pagisiang ngantuk dini hari ini badan terasa sakit dan lokasi sekitar suntikan sakit jadi gak bisa tidur miring kiri,tadi pagi vaksin booster pfizer efek pertama pagisiang ngantuk dini hari ini badan terasa sakit dan lokasi sekitar suntikan sakit jadi gak bisa tidur miring kiri,"['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'efek', 'pertama', 'pagisiang', 'ngantuk', 'dini', 'hari', 'ini', 'badan', 'terasa', 'sakit', 'dan', 'lokasi', 'sekitar', 'suntikan', 'sakit', 'jadi', 'gak', 'bisa', 'tidur', 'miring', 'kiri']","['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'efek', 'pertama', 'pagisiang', 'mengantuk', 'dini', 'hari', 'ini', 'badan', 'terasa', 'sakit', 'dan', 'lokasi', 'sekitar', 'suntikkan', 'sakit', 'jadi', 'tidak', 'bisa', 'tidur', 'miring', 'kiri']","['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'efek', 'pertama', 'pagisiang', 'mengantuk', 'dini', 'hari', 'badan', 'terasa', 'sakit', 'lokasi', 'suntikkan', 'sakit', 'jadi', 'tidur', 'miring', 'kiri']","['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'efek', 'pertama', 'pagisiang', 'antuk', 'dini', 'hari', 'badan', 'asa', 'sakit', 'lokasi', 'suntik', 'sakit', 'jadi', 'tidur', 'miring', 'kiri']","['tadi', 'pagi', 'vaksin', 'booster', 'pfizer', 'efek', 'pertama', 'pagisiang', 'mengantuk', 'dini', 'hari', 'badan', 'terasa', 'sakit', 'lokasi', 'suntikkan', 'sakit', 'jadi', 'tidur', 'miring', 'kiri']",[],[],[],tadi pagi vaksin booster pfizer efek pertama pagisiang antuk dini hari badan asa sakit lokasi suntik sakit jadi tidur miring kiri
negative,sumpah ya ini efek pfizer gak ilang - ilang di badan kalian yang mau booster tolong jaga kesehatan dan sarapan dulu kalau bisa jangan nekat langsung ke tempat vaksin.,,,,,,,sumpah ya ini efek pfizer gak ilang  ilang di badan kalian yang mau booster tolong jaga kesehatan dan sarapan dulu kalau bisa jangan nekat langsung ke tempat vaksin,sumpah ya ini efek pfizer gak ilang  ilang di badan kalian yang mau booster tolong jaga kesehatan dan sarapan dulu kalau bisa jangan nekat langsung ke tempat vaksin,"['sumpah', 'ya', 'ini', 'efek', 'pfizer', 'gak', 'ilang', 'ilang', 'di', 'badan', 'kalian', 'yang', 'mau', 'booster', 'tolong', 'jaga', 'kesehatan', 'dan', 'sarapan', 'dulu', 'kalau', 'bisa', 'jangan', 'nekat', 'langsung', 'ke', 'tempat', 'vaksin']","['sumpah', 'ya', 'ini', 'efek', 'pfizer', 'tidak', 'hilang', 'hilang', 'di', 'badan', 'kalian', 'yang', 'mau', 'booster', 'tolong', 'jaga', 'kesehatan', 'dan', 'sarapan', 'dahulu', 'kalau', 'bisa', 'jangan', 'nekat', 'langsung', 'ke', 'tempat', 'vaksin']","['sumpah', 'efek', 'pfizer', 'hilang', 'hilang', 'badan', 'mau', 'booster', 'jaga', 'kesehatan', 'sarapan', 'kalau', 'jangan', 'nekat', 'langsung', 'tempat', 'vaksin']","['sumpah', 'efek', 'pfizer', 'hilang', 'hilang', 'badan', 'mau', 'booster', 'jaga', 'sehat', 'sarap', 'kalau', 'jangan', 'nekat', 'langsung', 'tempat', 'vaksin']","['sumpah', 'efek', 'pfizer', 'hilang', 'hilang', 'badan', 'mau', 'booster', 'jaga', 'kesehatan', 'sarapan', 'kalau', 'jangan', 'nekat', 'langsung', 'tempat', 'vaksin']",[],[],[],sumpah efek pfizer hilang hilang badan mau booster jaga sehat sarap kalau jangan nekat langsung tempat vaksin
negative,nyeri lengan area yg disuntik vaksin masih berasa bgt ya alumni sinovac vaksin macem gue lumayan kaget efek pfizer begini:),,,,,,,nyeri lengan area yg disuntik vaksin masih berasa bgt ya alumni sinovac vaksin macem gue lumayan kaget efek pfizer begini,nyeri lengan area yg disuntik vaksin masih berasa bgt ya alumni sinovac vaksin macem gue lumayan kaget efek pfizer begini,"['nyeri', 'lengan', 'area', 'yg', 'disuntik', 'vaksin', 'masih', 'berasa', 'bgt', 'ya', 'alumni', 'sinovac', 'vaksin', 'macem', 'gue', 'lumayan', 'kaget', 'efek', 'pfizer', 'begini']","['nyeri', 'lengan', 'area', 'yang', 'disuntik', 'vaksin', 'masih', 'terasa', 'sekali', 'ya', 'alumni', 'sinovac', 'vaksin', 'macem', 'aku', 'lumayan', 'kaget', 'efek', 'pfizer', 'begini']","['nyeri', 'lengan', 'area', 'disuntik', 'vaksin', 'terasa', 'sekali', 'alumni', 'sinovac', 'vaksin', 'macem', 'lumayan', 'kaget', 'efek', 'pfizer', 'begini']","['nyeri', 'lengan', 'area', 'suntik', 'vaksin', 'asa', 'sekali', 'alumni', 'sinovac', 'vaksin', 'macem', 'lumayan', 'kaget', 'efek', 'pfizer', 'begini']","['nyeri', 'lengan', 'area', 'disuntik', 'vaksin', 'terasa', 'sekali', 'alumnus', 'sinovac', 'vaksin', 'macem', 'lumayan', 'kaget', 'efek', 'pfizer', 'begini']",[],[],[],nyeri lengan area suntik vaksin asa sekali alumni sinovac vaksin macem lumayan kaget efek pfizer begini
negative,"vaksin booster kali ini bikin pingsan. vaksin pake setengah dosis pfizer. vaksin di jumat siang dan sampe sabtu malam, tangan pegel dan agak sakit dibagian suntikan. mual mual, muntah, pusing banget bikin pusing. entah karena efek ngopi jumat malam atau gak. tapi bikin sakit",,,,,,,vaksin booster kali ini bikin pingsan vaksin pake setengah dosis pfizer vaksin di jumat siang dan sampe sabtu malam tangan pegel dan agak sakit dibagian suntikan mual mual muntah pusing banget bikin pusing entah karena efek ngopi jumat malam atau gak tapi bikin sakit,vaksin booster kali ini bikin pingsan vaksin pake setengah dosis pfizer vaksin di jumat siang dan sampe sabtu malam tangan pegel dan agak sakit dibagian suntikan mual mual muntah pusing banget bikin pusing entah karena efek ngopi jumat malam atau gak tapi bikin sakit,"['vaksin', 'booster', 'kali', 'ini', 'bikin', 'pingsan', 'vaksin', 'pake', 'setengah', 'dosis', 'pfizer', 'vaksin', 'di', 'jumat', 'siang', 'dan', 'sampe', 'sabtu', 'malam', 'tangan', 'pegel', 'dan', 'agak', 'sakit', 'dibagian', 'suntikan', 'mual', 'mual', 'muntah', 'pusing', 'banget', 'bikin', 'pusing', 'entah', 'karena', 'efek', 'ngopi', 'jumat', 'malam', 'atau', 'gak', 'tapi', 'bikin', 'sakit']","['vaksin', 'booster', 'kali', 'ini', 'buat', 'pingsan', 'vaksin', 'pakai', 'setengah', 'dosis', 'pfizer', 'vaksin', 'di', 'jumat', 'siang', 'dan', 'sampai', 'sabtu', 'malam', 'tangan', 'pegal', 'dan', 'sedikit', 'sakit', 'dibagian', 'suntikkan', 'mual', 'mual', 'muntah', 'pusing', 'sekali', 'buat', 'pusing', 'entah', 'karena', 'efek', 'kopi', 'jumat', 'malam', 'atau', 'tidak', 'tapi', 'buat', 'sakit']","['vaksin', 'booster', 'kali', 'buat', 'pingsan', 'vaksin', 'pakai', 'setengah', 'dosis', 'pfizer', 'vaksin', 'jumat', 'siang', 'sabtu', 'malam', 'tangan', 'pegal', 'sedikit', 'sakit', 'dibagian', 'suntikkan', 'mual', 'mual', 'muntah', 'pusing', 'sekali', 'buat', 'pusing', 'entah', 'efek', 'kopi', 'jumat', 'malam', 'buat', 'sakit']","['vaksin', 'booster', 'kali', 'buat', 'pingsan', 'vaksin', 'pakai', 'tengah', 'dosis', 'pfizer', 'vaksin', 'jumat', 'siang', 'sabtu', 'malam', 'tangan', 'pegal', 'sedikit', 'sakit', 'bagi', 'suntik', 'mual', 'mual', 'muntah', 'pusing', 'sekali', 'buat', 'pusing', 'entah', 'efek', 'kopi', 'jumat', 'malam', 'buat', 'sakit']","['vaksin', 'booster', 'kali', 'buat', 'pingsan', 'vaksin', 'pakai', 'setengah', 'dosis', 'pfizer', 'vaksin', 'jumat', 'siang', 'sabtu', 'malam', 'tangan', 'pegal', 'sedikit', 'sakit', 'dibagian', 'suntikkan', 'mual', 'mual', 'muntah', 'pusing', 'sekali', 'buat', 'pusing', 'entah', 'efek', 'kopi', 'jumat', 'malam', 'buat', 'sakit']",[],[],[],vaksin booster kali buat pingsan vaksin pakai tengah dosis pfizer vaksin jumat siang sabtu malam tangan pegal sedikit sakit bagi suntik mual mual muntah pusing sekali buat pusing entah efek kopi jumat malam buat sakit
